Time,Voltage
-7.58000000e-009,3.40625024e-004
-7.56000000e-009,3.56250025e-004
-7.54000000e-009,3.79687527e-004
-7.52000000e-009,3.81250027e-004
-7.50000000e-009,3.53125025e-004
-7.48000000e-009,3.56250025e-004
-7.46000000e-009,3.73437526e-004
-7.44000000e-009,3.76562527e-004
-7.42000000e-009,3.78125027e-004
-7.40000000e-009,3.42187524e-004
-7.38000000e-009,3.32812524e-004
-7.36000000e-009,3.35937524e-004
-7.34000000e-009,4.06250029e-004
-7.32000000e-009,4.17187530e-004
-7.30000000e-009,4.21875030e-004
-7.28000000e-009,4.32812531e-004
-7.26000000e-009,4.43750031e-004
-7.24000000e-009,4.50000032e-004
-7.22000000e-009,3.93750028e-004
-7.20000000e-009,3.37500024e-004
-7.18000000e-009,3.95312528e-004
-7.16000000e-009,4.40625031e-004
-7.14000000e-009,4.75000034e-004
-7.12000000e-009,4.35937531e-004
-7.10000000e-009,4.32812531e-004
-7.08000000e-009,4.67187533e-004
-7.06000000e-009,4.98437535e-004
-7.04000000e-009,4.53125032e-004
-7.02000000e-009,4.43750031e-004
-7.00000000e-009,4.25000030e-004
-6.98000000e-009,4.67187533e-004
-6.96000000e-009,4.37500031e-004
-6.94000000e-009,3.70312526e-004
-6.92000000e-009,3.78125027e-004
-6.90000000e-009,3.79687527e-004
-6.88000000e-009,3.42187524e-004
-6.86000000e-009,3.57812525e-004
-6.84000000e-009,4.07812529e-004
-6.82000000e-009,4.53125032e-004
-6.80000000e-009,4.40625031e-004
-6.78000000e-009,3.93750028e-004
-6.76000000e-009,3.53125025e-004
-6.74000000e-009,4.26562530e-004
-6.72000000e-009,4.40625031e-004
-6.70000000e-009,4.09375029e-004
-6.68000000e-009,3.60937526e-004
-6.66000000e-009,3.28125023e-004
-6.64000000e-009,3.20312523e-004
-6.62000000e-009,3.10937522e-004
-6.60000000e-009,3.54687525e-004
-6.58000000e-009,3.93750028e-004
-6.56000000e-009,3.25000023e-004
-6.54000000e-009,2.51562518e-004
-6.52000000e-009,2.46875017e-004
-6.50000000e-009,3.39062524e-004
-6.48000000e-009,3.68750026e-004
-6.46000000e-009,3.07812522e-004
-6.44000000e-009,2.92187521e-004
-6.42000000e-009,3.67187526e-004
-6.40000000e-009,3.78125027e-004
-6.38000000e-009,3.54687525e-004
-6.36000000e-009,2.95312521e-004
-6.34000000e-009,2.67187519e-004
-6.32000000e-009,2.64062519e-004
-6.30000000e-009,2.31250016e-004
-6.28000000e-009,2.48437518e-004
-6.26000000e-009,2.64062519e-004
-6.24000000e-009,2.79687520e-004
-6.22000000e-009,2.53125018e-004
-6.20000000e-009,3.14062522e-004
-6.18000000e-009,3.42187524e-004
-6.16000000e-009,3.23437523e-004
-6.14000000e-009,2.98437521e-004
-6.12000000e-009,2.87500020e-004
-6.10000000e-009,3.25000023e-004
-6.08000000e-009,3.23437523e-004
-6.06000000e-009,2.92187521e-004
-6.04000000e-009,3.40625024e-004
-6.02000000e-009,3.60937526e-004
-6.00000000e-009,3.17187522e-004
-5.98000000e-009,2.73437519e-004
-5.96000000e-009,3.26562523e-004
-5.94000000e-009,3.60937526e-004
-5.92000000e-009,3.68750026e-004
-5.90000000e-009,3.29687523e-004
-5.88000000e-009,3.17187522e-004
-5.86000000e-009,3.46875025e-004
-5.84000000e-009,4.14062529e-004
-5.82000000e-009,4.98437535e-004
-5.80000000e-009,5.04687536e-004
-5.78000000e-009,4.87500035e-004
-5.76000000e-009,4.57812532e-004
-5.74000000e-009,4.89062535e-004
-5.72000000e-009,4.37500031e-004
-5.70000000e-009,4.07812529e-004
