Time,Voltage
-7.58000000e-009,4.62500033e-004
-7.56000000e-009,4.07812529e-004
-7.54000000e-009,4.57812532e-004
-7.52000000e-009,5.15625036e-004
-7.50000000e-009,4.98437535e-004
-7.48000000e-009,4.29687530e-004
-7.46000000e-009,3.87500027e-004
-7.44000000e-009,4.28125030e-004
-7.42000000e-009,4.34375031e-004
-7.40000000e-009,4.48437532e-004
-7.38000000e-009,4.10937529e-004
-7.36000000e-009,3.78125027e-004
-7.34000000e-009,3.50000025e-004
-7.32000000e-009,3.81250027e-004
-7.30000000e-009,3.93750028e-004
-7.28000000e-009,4.10937529e-004
-7.26000000e-009,3.92187528e-004
-7.24000000e-009,3.85937527e-004
-7.22000000e-009,3.67187526e-004
-7.20000000e-009,3.93750028e-004
-7.18000000e-009,3.95312528e-004
-7.16000000e-009,3.87500027e-004
-7.14000000e-009,4.18750030e-004
-7.12000000e-009,4.34375031e-004
-7.10000000e-009,4.37500031e-004
-7.08000000e-009,3.93750028e-004
-7.06000000e-009,3.89062528e-004
-7.04000000e-009,4.12500029e-004
-7.02000000e-009,4.10937529e-004
-7.00000000e-009,4.23437530e-004
-6.98000000e-009,4.21875030e-004
-6.96000000e-009,4.12500029e-004
-6.94000000e-009,3.93750028e-004
-6.92000000e-009,3.84375027e-004
-6.90000000e-009,4.21875030e-004
-6.88000000e-009,4.15625029e-004
-6.86000000e-009,3.78125027e-004
-6.84000000e-009,3.89062528e-004
-6.82000000e-009,4.25000030e-004
-6.80000000e-009,4.26562530e-004
-6.78000000e-009,4.48437532e-004
-6.76000000e-009,5.07812536e-004
-6.74000000e-009,4.81250034e-004
-6.72000000e-009,4.54687532e-004
-6.70000000e-009,4.92187535e-004
-6.68000000e-009,5.54687539e-004
-6.66000000e-009,5.21875037e-004
-6.64000000e-009,4.93750035e-004
-6.62000000e-009,5.09375036e-004
-6.60000000e-009,5.31250038e-004
-6.58000000e-009,6.15625044e-004
-6.56000000e-009,5.21875037e-004
-6.54000000e-009,4.76562534e-004
-6.52000000e-009,5.12500036e-004
-6.50000000e-009,5.89062542e-004
-6.48000000e-009,5.42187538e-004
-6.46000000e-009,4.35937531e-004
-6.44000000e-009,4.32812531e-004
-6.42000000e-009,5.76562541e-004
-6.40000000e-009,6.26562544e-004
-6.38000000e-009,5.48437539e-004
-6.36000000e-009,5.06250036e-004
-6.34000000e-009,4.92187535e-004
-6.32000000e-009,5.93750042e-004
-6.30000000e-009,5.67187540e-004
-6.28000000e-009,5.20312537e-004
-6.26000000e-009,5.32812538e-004
-6.24000000e-009,5.14062536e-004
